round_id,hand_no,player_id,dealer_upcard,dealer_hand_value,hand_start_value,hand_final_value,hand_result,actions,cards,bet,profit/loss,balance
804,,2,6,20,17,17,Loss,S,"['Q', 7]",1,-1,
805,,0,2,18,20,20,Win,S,"['K', 'K']",1,1,
805,,1,2,18,14,14,Loss,HS,"[3, 'A', 'J']",1,-1,
805,,2,2,18,19,19,Win,S,"[8, 'A']",1,1,
806,,0,10,20,5,26,Bust,HHH,"[3, 2, 5, 6, 'K']",1,-1,
806,,1,10,20,16,26,Bust,H,"['Q', 6, 10]",1,-1,
806,,2,10,20,20,20,Push,S,"['Q', 'Q']",1,0,
807,,0,3,23,12,19,Win,PHS,"[2, 'Q', 7]",1,1,
807,,0,3,23,6,14,Win,HS,"[2, 4, 8]",1,1,
807,,1,3,23,9,16,Win,D,"[4, 5, 7]",2,2,
807,,2,3,23,20,20,Win,S,"['J', 10]",1,1,
808,,0,2,21,17,17,Loss,S,"[9, 8]",1,-1,
808,,1,2,21,14,22,Bust,HHH,"['A', 3, 'A', 7, 'Q']",1,-1,
808,,2,2,21,15,15,Loss,S,"[5, 10]",1,-1,
809,,0,5,19,12,12,Loss,S,"['Q', 2]",1,-1,
809,,1,5,19,18,18,Loss,S,"[8, 10]",1,-1,
809,,2,5,19,6,12,Loss,HS,"[2, 4, 6]",1,-1,
810,,0,10,17,19,19,Win,S,"['J', 9]",1,1,
810,,1,10,17,9,19,Win,HS,"[3, 6, 'Q']",1,1,
810,,2,10,17,9,20,Win,HHS,"[6, 3, 2, 9]",1,1,
811,,0,4,22,12,12,Win,S,"['K', 2]",1,1,
811,,1,4,22,14,14,Win,S,"[8, 6]",1,1,
811,,2,4,22,21,21,Blackjack,,"['A', 'J']",1,1.5,
812,,0,5,18,12,12,Loss,S,"[4, 8]",1,-1,
812,,1,5,18,10,15,Loss,D,"[4, 6, 5]",2,-2,
812,,2,5,18,13,13,Loss,S,"[3, 'Q']",1,-1,
813,,0,1,19,10,18,Loss,HHS,"[5, 5, 4, 4]",1,-1,
813,,1,1,19,13,23,Bust,H,"[10, 3, 'Q']",1,-1,
813,,2,1,19,15,25,Bust,H,"['J', 5, 'Q']",1,-1,
814,,0,2,24,7,17,Win,HS,"[5, 2, 'K']",1,1,
814,,1,2,24,21,21,Blackjack,,"[10, 'A']",1,1.5,
814,,2,2,24,12,16,Win,HS,"['K', 2, 4]",1,1,
815,,0,10,17,14,19,Win,HS,"[7, 7, 5]",1,1,
815,,1,10,17,17,21,Win,HHS,"[6, 'A', 'A', 3]",1,1,
815,,2,10,17,20,20,Win,S,"['Q', 'J']",1,1,
816,,0,2,20,21,21,Blackjack,,"['J', 'A']",1,1.5,
816,,1,2,20,13,13,Loss,S,"[5, 8]",1,-1,
816,,2,2,20,10,17,Loss,HS,"[6, 4, 7]",1,-1,
817,,0,10,20,20,20,Push,S,"[10, 'K']",1,0,
817,,1,10,20,9,19,Loss,HS,"[2, 7, 'K']",1,-1,
817,,2,10,20,14,24,Bust,H,"[6, 8, 'J']",1,-1,
818,,0,9,19,13,20,Win,HHS,"['J', 3, 3, 4]",1,1,
818,,1,9,19,17,17,Loss,S,"[7, 'J']",1,-1,
818,,2,9,19,21,21,Blackjack,,"['A', 'Q']",1,1.5,
819,,0,10,20,16,21,Win,HS,"[7, 9, 5]",1,1,
819,,1,10,20,20,20,Push,S,"['K', 'K']",1,0,
819,,2,10,20,15,17,Loss,HS,"[5, 'J', 2]",1,-1,
820,,0,4,23,14,14,Win,S,"[4, 'Q']",1,1,
820,,1,4,23,21,21,Blackjack,,"['A', 10]",1,1.5,
820,,2,4,23,19,19,Win,S,"['J', 9]",1,1,
821,,0,4,18,12,12,Loss,S,"[7, 5]",1,-1,
821,,1,4,18,21,12,Loss,D,"[3, 8, 'A']",2,-2,
821,,2,4,18,17,17,Loss,S,"[7, 'K']",1,-1,
822,,0,10,20,12,21,Win,HHS,"['A', 'A', 4, 5]",1,1,
822,,1,10,20,16,26,Bust,H,"[7, 9, 10]",1,-1,
822,,2,10,20,11,21,Win,D,"[9, 2, 'K']",2,2,
823,,0,10,12,13,22,Bust,H,"[10, 3, 9]",1,0,
823,,1,10,12,13,22,Bust,HH,"[3, 10, 2, 7]",1,0,
823,,2,10,12,12,25,Bust,HHH,"['A', 'A', 3, 'Q', 'Q']",1,0,
824,,0,8,21,20,20,Loss,S,"['K', 'K']",1,-1,
824,,1,8,21,18,27,Bust,D,"[8, 10, 9]",2,-2,
824,,2,8,21,14,23,Bust,H,"[10, 4, 9]",1,-1,
825,,0,4,25,18,18,Win,S,"[10, 8]",1,1,
825,,1,4,25,10,14,Win,D,"[4, 6, 4]",2,2,
825,,2,4,25,10,20,Win,D,"[5, 5, 'J']",2,2,
826,,0,9,22,14,24,Bust,HHH,"[4, 'K', 'A', 'A', 8]",1,-1,
826,,1,9,22,13,21,Win,HS,"['Q', 3, 8]",1,1,
826,,2,9,22,14,25,Bust,HH,"[4, 'K', 'A', 'K']",1,-1,
827,,0,9,19,8,19,Push,HHHS,"[2, 6, 3, 3, 5]",1,0,
827,,1,9,19,20,20,Win,S,"['K', 'J']",1,1,
827,,2,9,19,15,26,Bust,HH,"[9, 6, 'A', 10]",1,-1,
828,,0,3,18,9,11,Loss,D,"[3, 6, 2]",2,-2,
828,,1,3,18,8,18,Push,HS,"[6, 2, 'Q']",1,0,
828,,2,3,18,7,19,Win,HHS,"[4, 3, 4, 8]",1,1,
829,,0,3,17,11,19,Win,D,"[6, 5, 8]",2,2,
829,,1,3,17,13,13,Loss,HS,"[2, 'A', 'J']",1,-1,
829,,2,3,17,19,19,Win,S,"[9, 'K']",1,1,
830,,0,1,21,17,19,Loss,HHS,"[4, 3, 'A', 'A']",1,-1,
830,,1,1,21,11,15,Loss,D,"[5, 6, 4]",2,-2,
830,,2,1,21,21,21,Push,,"['A', 'K']",1,0,
831,,0,10,20,18,18,Loss,S,"[8, 'J']",1,-1,
831,,1,10,20,13,20,Push,HS,"['A', 2, 7]",1,0,
831,,2,10,20,11,21,Win,D,"[9, 2, 10]",2,2,
832,,0,7,26,13,21,Win,HS,"[10, 3, 8]",1,1,
832,,1,7,26,12,22,Bust,H,"[7, 5, 10]",1,-1,
832,,2,7,26,14,23,Bust,H,"[10, 4, 9]",1,-1,
833,,0,7,17,20,20,Win,S,"['K', 'J']",1,1,
833,,1,7,17,18,18,Win,S,"[10, 8]",1,1,
833,,2,7,17,9,19,Win,HS,"[7, 2, 'J']",1,1,
834,,0,7,17,14,25,Bust,HH,"[6, 8, 'A', 'Q']",1,-1,
834,,1,7,17,17,17,Push,S,"[7, 'Q']",1,0,
834,,2,7,17,15,17,Push,HS,"[5, 'J', 2]",1,0,
835,,0,10,18,11,21,Win,D,"[7, 4, 'Q']",2,2,
835,,1,10,18,16,22,Bust,H,"['Q', 6, 6]",1,-1,
835,,2,10,18,13,23,Bust,HHH,"[8, 5, 2, 'A', 7]",1,-1,
836,,0,10,20,21,21,Blackjack,,"['J', 'A']",1,1.5,
836,,1,10,20,11,21,Win,D,"[8, 3, 'Q']",2,2,
836,,2,10,20,21,12,Loss,D,"[5, 6, 'A']",2,-2,
837,,0,10,20,20,20,Push,S,"['Q', 'J']",1,0,
837,,1,10,20,13,23,Bust,H,"[7, 6, 10]",1,-1,
837,,2,10,20,15,17,Loss,HS,"[5, 10, 2]",1,-1,
838,,0,2,18,20,20,Win,S,"['Q', 'Q']",1,1,
838,,1,2,18,13,13,Loss,S,"[10, 3]",1,-1,
838,,2,2,18,17,17,Loss,S,"[7, 10]",1,-1,
839,,0,6,17,13,13,Loss,S,"[4, 9]",1,-1,
839,,1,6,17,17,20,Win,D,"[6, 'A', 3]",2,2,
839,,2,6,17,20,20,Win,S,"[10, 'K']",1,1,
840,,0,4,24,18,19,Win,HS,"[2, 6, 'A']",1,1,
840,,1,4,24,15,19,Win,D,"[4, 'A', 4]",2,2,
840,,2,4,24,17,17,Win,S,"[7, 'K']",1,1,
841,,0,7,18,14,21,Win,HS,"[9, 5, 7]",1,1,
841,,1,7,18,12,19,Win,HHS,"[2, 10, 3, 4]",1,1,
841,,2,7,18,18,18,Push,S,"[10, 8]",1,0,
842,,0,5,19,14,14,Loss,S,"[10, 4]",1,-1,
842,,1,5,19,19,19,Push,S,"['Q', 9]",1,0,
842,,2,5,19,21,21,Blackjack,,"[10, 'A']",1,1.5,
843,,0,7,17,16,19,Win,HS,"[9, 7, 3]",1,1,
843,,1,7,17,16,21,Win,HS,"['J', 6, 5]",1,1,
843,,2,7,17,18,18,Win,S,"[8, 10]",1,1,
844,,0,10,20,18,18,Loss,S,"[8, 'K']",1,-1,
844,,1,10,20,10,20,Push,HS,"[6, 4, 'Q']",1,0,
844,,2,10,20,9,18,Loss,HHS,"[6, 3, 5, 4]",1,-1,
845,,0,7,18,18,18,Push,S,"['Q', 8]",1,0,
845,,1,7,18,16,25,Bust,H,"['Q', 6, 9]",1,-1,
845,,2,7,18,6,17,Loss,HHS,"[4, 2, 2, 9]",1,-1,
846,,0,5,23,13,13,Win,S,"[7, 6]",1,1,
846,,1,5,23,14,14,Win,S,"[4, 'K']",1,1,
846,,2,5,23,15,15,Win,S,"[10, 5]",1,1,
847,,0,1,21,14,21,Push,HS,"[4, 10, 7]",1,0,
847,,1,1,21,17,18,Loss,HHS,"[5, 2, 'A', 'K']",1,-1,
847,,2,1,21,18,18,Loss,S,"['K', 8]",1,-1,
848,,0,2,19,19,19,Push,S,"[9, 'K']",1,0,
848,,1,2,19,16,16,Loss,S,"[6, 'K']",1,-1,
848,,2,2,19,7,17,Loss,HS,"[2, 5, 10]",1,-1,
849,,0,5,18,21,21,Blackjack,,"['A', 'J']",1,1.5,
849,,1,5,18,18,13,Loss,D,"['A', 7, 5]",2,-2,
849,,2,5,18,20,20,Win,S,"['Q', 'J']",1,1,
850,,0,10,17,19,19,Win,S,"[9, 'Q']",1,1,
850,,1,10,17,20,20,Win,S,"['J', 'Q']",1,1,
850,,2,10,17,21,21,Blackjack,,"['K', 'A']",1,1.5,
851,,0,3,23,12,19,Win,HS,"[5, 7, 7]",1,1,
851,,1,3,23,14,18,Win,HHS,"['A', 3, 8, 6]",1,1,
851,,2,3,23,17,17,Win,S,"['Q', 7]",1,1,
852,,0,10,20,11,19,Loss,D,"[8, 3, 8]",2,-2,
852,,1,10,20,12,17,Loss,HS,"[2, 'K', 5]",1,-1,
852,,2,10,20,12,22,Bust,H,"['J', 2, 'J']",1,-1,
853,,0,3,17,19,19,Win,S,"[10, 9]",1,1,
853,,1,3,17,18,18,Win,S,"[8, 10]",1,1,
853,,2,3,17,13,18,Win,HHS,"['A', 2, 5, 'J']",1,1,
854,,0,6,18,9,19,Win,D,"[3, 6, 'J']",2,2,
854,,1,6,18,19,19,Win,S,"['Q', 9]",1,1,
854,,2,6,18,15,15,Loss,S,"['J', 5]",1,-1,
855,,0,10,17,12,22,Bust,H,"[2, 'K', 'Q']",1,-1,
855,,1,10,17,15,19,Win,HS,"[8, 7, 4]",1,1,
855,,2,10,17,12,20,Win,HS,"['K', 2, 8]",1,1,
856,,0,10,20,17,17,Loss,S,"[10, 7]",1,-1,
856,,1,10,20,12,19,Loss,HS,"[2, 'J', 7]",1,-1,
856,,2,10,20,20,20,Push,S,"['J', 'Q']",1,0,
857,,0,6,26,15,15,Win,D,"[4, 'A', 'K']",2,2,
857,,1,6,26,17,16,Win,D,"[6, 'A', 9]",2,2,
857,,2,6,26,14,14,Win,S,"[6, 8]",1,1,
858,,0,6,17,20,20,Win,S,"['Q', 'Q']",1,1,
858,,1,6,17,18,28,Bust,H,"[9, 9, 'Q']",1,-1,
858,,2,6,17,18,21,Win,D,"[7, 'A', 3]",2,2,
859,,0,8,18,21,21,Blackjack,,"['A', 'J']",1,1.5,
859,,1,8,18,10,20,Win,D,"[3, 7, 10]",2,2,
859,,2,8,18,13,20,Win,HS,"['A', 2, 7]",1,1,
860,,0,2,19,12,21,Win,HS,"[10, 2, 9]",1,1,
860,,1,2,19,21,21,Blackjack,,"['J', 'A']",1,1.5,
860,,2,2,19,15,15,Loss,S,"['K', 5]",1,-1,
861,,0,4,21,13,13,Loss,S,"[8, 5]",1,-1,
861,,1,4,21,21,21,Push,,"['J', 'A']",1,0,
861,,2,4,21,10,15,Loss,D,"[2, 8, 5]",2,-2,
862,,0,1,21,9,20,Loss,HHS,"[4, 5, 3, 8]",1,-1,
862,,1,1,21,20,20,Loss,S,"['K', 'Q']",1,-1,
862,,2,1,21,15,18,Loss,HS,"['Q', 5, 3]",1,-1,
863,,0,4,17,18,18,Win,S,"[10, 8]",1,1,
863,,1,4,17,15,15,Loss,S,"[6, 9]",1,-1,
863,,2,4,17,18,13,Loss,D,"['A', 7, 5]",2,-2,
864,,0,1,21,5,19,Loss,HHS,"[2, 3, 4, 'J']",1,-1,
864,,1,1,21,13,23,Bust,H,"[5, 8, 10]",1,-1,
864,,2,1,21,16,26,Bust,H,"[6, 10, 'K']",1,-1,
865,,0,10,20,14,22,Bust,H,"[9, 5, 8]",1,-1,
865,,1,10,20,21,21,Blackjack,,"['A', 'K']",1,1.5,
865,,2,10,20,11,14,Loss,D,"[7, 4, 3]",2,-2,
866,,0,2,17,21,21,Blackjack,,"['A', 'Q']",1,1.5,
866,,1,2,17,16,16,Loss,S,"[6, 'Q']",1,-1,
866,,2,2,17,14,14,Loss,S,"[9, 5]",1,-1,
867,,0,9,25,14,23,Bust,H,"[8, 6, 9]",1,-1,
867,,1,9,25,15,25,Bust,H,"['K', 5, 'Q']",1,-1,
867,,2,9,25,20,20,Win,S,"['K', 'J']",1,1,
868,,0,8,16,16,28,Bust,HH,"[9, 7, 2, 10]",1,0,
868,,1,8,16,14,24,Bust,H,"['Q', 4, 'K']",1,0,
868,,2,8,16,12,22,Bust,H,"[2, 'J', 'K']",1,0,
869,,0,9,17,20,20,Win,S,"[9, 'A']",1,1,
869,,1,9,17,14,24,Bust,H,"['J', 4, 'K']",1,-1,
869,,2,9,17,13,22,Bust,H,"[4, 9, 9]",1,-1,
870,,0,7,17,15,25,Bust,H,"[10, 5, 'K']",1,-1,
870,,1,7,17,12,18,Win,HS,"[7, 5, 6]",1,1,
870,,2,7,17,20,20,Win,S,"['Q', 'J']",1,1,
871,,0,4,23,17,17,Win,S,"['J', 7]",1,1,
871,,1,4,23,19,19,Win,S,"['A', 8]",1,1,
871,,2,4,23,19,19,Win,S,"['J', 9]",1,1,
872,,0,2,25,20,20,Win,S,"['Q', 'K']",1,1,
872,,1,2,25,12,14,Win,HS,"[7, 5, 2]",1,1,
872,,2,2,25,20,20,Win,S,"[9, 'A']",1,1,
873,,0,4,18,21,12,Loss,D,"[3, 8, 'A']",2,-2,
873,,1,4,18,7,17,Loss,HS,"[4, 3, 'J']",1,-1,
873,,2,4,18,7,17,Loss,HS,"[5, 2, 10]",1,-1,
874,,0,3,23,17,17,Win,S,"[7, 'K']",1,1,
874,,1,3,23,12,20,Win,HS,"[2, 'J', 8]",1,1,
874,,2,3,23,17,17,Win,S,"[7, 'Q']",1,1,
875,,0,1,20,15,21,Win,HS,"[8, 7, 6]",1,1,
875,,1,1,20,20,20,Push,S,"['Q', 'K']",1,0,
875,,2,1,20,17,17,Loss,S,"[7, 'K']",1,-1,
876,,0,6,24,17,20,Win,D,"['A', 6, 3]",2,2,
876,,1,6,24,16,16,Win,S,"[10, 6]",1,1,
876,,2,6,24,19,19,Win,S,"['K', 9]",1,1,
877,,0,10,20,18,18,Loss,S,"[9, 9]",1,-1,
877,,1,10,20,19,19,Loss,S,"['K', 9]",1,-1,
877,,2,10,20,12,19,Loss,HS,"[9, 3, 7]",1,-1,
878,,0,5,18,20,20,Win,S,"['Q', 10]",1,1,
878,,1,5,18,12,12,Loss,S,"[4, 8]",1,-1,
878,,2,5,18,12,12,Loss,PS,"[2, 'J']",1,-1,
878,,2,5,18,12,12,Loss,S,"[2, 'K']",1,-1,
879,,0,7,19,20,20,Win,S,"['K', 'J']",1,1,
879,,1,7,19,19,19,Push,S,"[8, 'A']",1,0,
879,,2,7,19,18,18,Loss,S,"[8, 'J']",1,-1,
880,,0,10,20,16,26,Bust,H,"[10, 6, 10]",1,0,
880,,1,10,20,13,24,Bust,HHH,"[10, 3, 'A', 'A', 9]",1,0,
880,,2,10,20,10,23,Bust,HH,"[4, 6, 3, 10]",1,0,
881,,0,5,19,13,13,Loss,S,"[6, 7]",1,-1,
881,,1,5,19,13,13,Loss,S,"['J', 3]",1,-1,
881,,2,5,19,13,13,Loss,S,"['J', 3]",1,-1,
882,,0,4,24,13,13,Win,S,"[6, 7]",1,1,
882,,1,4,24,21,21,Blackjack,,"['J', 'A']",1,1.5,
882,,2,4,24,9,14,Win,D,"[7, 2, 5]",2,2,
883,,0,10,17,11,15,Loss,D,"[6, 5, 4]",2,-2,
883,,1,10,17,13,23,Bust,H,"[6, 7, 'K']",1,-1,
883,,2,10,17,6,26,Bust,HH,"[2, 4, 'Q', 10]",1,-1,
884,,0,2,18,16,16,Loss,S,"[6, 'J']",1,-1,
884,,1,2,18,13,13,Loss,PS,"[8, 5]",1,-1,
884,,1,2,18,17,17,Loss,S,"[8, 9]",1,-1,
884,,2,2,18,12,12,Loss,P,"['A', 'A']",1,-1,
884,,2,2,18,15,15,Loss,,"['A', 4]",1,-1,
885,,0,2,18,10,19,Win,HS,"[3, 7, 9]",1,1,
885,,1,2,18,14,14,Loss,S,"[5, 9]",1,-1,
885,,2,2,18,11,18,Push,D,"[9, 2, 7]",2,0,
886,,0,10,20,9,19,Loss,HS,"[3, 6, 'J']",1,-1,
886,,1,10,20,20,21,Win,HS,"[6, 4, 'A']",1,1,
886,,2,10,20,17,17,Loss,S,"[8, 9]",1,-1,
887,,0,3,24,5,15,Win,HS,"[3, 2, 'Q']",1,1,
887,,1,3,24,15,15,Win,S,"[5, 10]",1,1,
887,,2,3,24,20,20,Win,S,"[10, 10]",1,1,
888,,0,3,25,7,17,Win,HS,"[4, 3, 'J']",1,1,
888,,1,3,25,20,20,Win,S,"['J', 'J']",1,1,
888,,2,3,25,16,20,Win,HS,"['A', 5, 4]",1,1,
889,,0,6,21,14,14,Loss,S,"[4, 'Q']",1,-1,
889,,1,6,21,16,16,Loss,S,"['K', 6]",1,-1,
889,,2,6,21,11,18,Loss,D,"[4, 7, 7]",2,-2,
890,,0,6,17,12,12,Loss,S,"[2, 'Q']",1,-1,
890,,1,6,17,16,16,Loss,PS,"[6, 'J']",1,-1,
890,,1,6,17,16,16,Loss,S,"[6, 10]",1,-1,
890,,2,6,17,21,21,Blackjack,,"['J', 'A']",1,1.5,
891,,0,10,17,18,18,Win,S,"['Q', 8]",1,1,
891,,1,10,17,15,17,Push,HS,"['Q', 5, 2]",1,0,
891,,2,10,17,21,21,Blackjack,,"['A', 10]",1,1.5,
892,,0,8,26,14,24,Bust,H,"[4, 10, 'Q']",1,-1,
892,,1,8,26,14,23,Bust,H,"[4, 'J', 9]",1,-1,
892,,2,8,26,17,20,Win,HHS,"['A', 6, 9, 4]",1,1,
893,,0,9,19,11,18,Loss,D,"[8, 3, 7]",2,-2,
893,,1,9,19,14,20,Win,HS,"[7, 7, 6]",1,1,
893,,2,9,19,9,18,Loss,HS,"[5, 4, 9]",1,-1,
894,,0,3,18,16,16,Loss,S,"[7, 9]",1,-1,
894,,1,3,18,13,13,Loss,S,"['J', 3]",1,-1,
894,,2,3,18,14,14,Loss,HS,"['A', 3, 'J']",1,-1,
895,,0,7,17,17,21,Win,HS,"[6, 'A', 4]",1,1,
895,,1,7,17,18,18,Win,S,"[8, 'K']",1,1,
895,,2,7,17,20,20,Win,S,"['A', 9]",1,1,
896,,0,10,20,15,24,Bust,HH,"['K', 5, 'A', 8]",1,-1,
896,,1,10,20,16,21,Win,HS,"[6, 10, 5]",1,1,
896,,2,10,20,9,23,Bust,HH,"[2, 7, 4, 'K']",1,-1,
897,,0,10,17,19,19,Win,S,"['Q', 9]",1,1,
897,,1,10,17,14,22,Bust,H,"[6, 8, 8]",1,-1,
897,,2,10,17,16,23,Bust,H,"[10, 6, 7]",1,-1,
898,,0,8,18,18,27,Bust,D,"['Q', 8, 9]",2,-2,
898,,1,8,18,17,18,Push,HS,"[2, 5, 'A']",1,0,
898,,2,8,18,17,27,Bust,D,"['Q', 7, 'Q']",2,-2,
899,,0,10,21,15,25,Bust,H,"[10, 5, 10]",1,-1,
899,,1,10,21,10,17,Loss,HS,"[7, 3, 7]",1,-1,
899,,2,10,21,5,17,Loss,HHHS,"[3, 2, 4, 3, 5]",1,-1,
900,,0,10,18,18,18,Push,S,"[9, 9]",1,0,
900,,1,10,18,13,21,Win,HS,"[3, 'J', 8]",1,1,
900,,2,10,18,19,19,Win,S,"['A', 8]",1,1,
901,,0,3,17,18,18,Win,S,"['J', 8]",1,1,
901,,1,3,17,13,19,Win,HS,"['A', 2, 6]",1,1,
901,,2,3,17,13,13,Loss,S,"['K', 3]",1,-1,
902,,0,5,18,8,14,Loss,HS,"[5, 3, 6]",1,-1,
902,,1,5,18,18,18,Push,S,"[8, 'Q']",1,0,
902,,2,5,18,14,14,Loss,S,"[4, 'Q']",1,-1,
903,,0,10,20,17,17,Loss,S,"[9, 8]",1,-1,
903,,1,10,20,21,21,Blackjack,,"['A', 'K']",1,1.5,
903,,2,10,20,15,25,Bust,H,"[6, 9, 'J']",1,-1,
904,,0,3,17,13,13,Loss,S,"[3, 'K']",1,-1,
904,,1,3,17,12,15,Loss,HS,"[5, 7, 3]",1,-1,
904,,2,3,17,10,16,Loss,D,"[2, 8, 6]",2,-2,
905,,0,10,18,16,26,Bust,H,"['Q', 6, 10]",1,-1,
905,,1,10,18,20,20,Win,S,"['K', 10]",1,1,
905,,2,10,18,17,17,Loss,S,"['K', 7]",1,-1,
906,,0,10,20,12,21,Win,HHS,"[2, 10, 'A', 8]",1,1,
906,,1,10,20,8,23,Bust,HHH,"[3, 5, 4, 4, 7]",1,-1,
906,,2,10,20,15,25,Bust,H,"['J', 5, 10]",1,-1,
907,,0,10,20,18,18,Loss,S,"['J', 8]",1,-1,
907,,1,10,20,19,19,Loss,S,"['K', 9]",1,-1,
907,,2,10,20,13,21,Win,HS,"['A', 2, 8]",1,1,
908,,0,7,17,14,20,Win,HS,"[6, 8, 6]",1,1,
908,,1,7,17,20,20,Win,S,"['K', 'Q']",1,1,
908,,2,7,17,12,19,Win,HHS,"[7, 5, 3, 4]",1,1,
909,,0,9,17,13,19,Win,HS,"[3, 10, 6]",1,1,
909,,1,9,17,14,24,Bust,H,"['Q', 4, 'J']",1,-1,
909,,2,9,17,6,19,Win,HHS,"[4, 2, 7, 6]",1,1,
910,,0,2,18,18,13,Loss,D,"['A', 7, 5]",2,-2,
910,,1,2,18,21,21,Blackjack,,"['A', 'Q']",1,1.5,
910,,2,2,18,14,14,Loss,S,"[9, 5]",1,-1,
911,,0,6,26,14,14,Win,S,"['J', 4]",1,1,
911,,1,6,26,18,13,Win,D,"[7, 'A', 5]",2,2,
911,,2,6,26,13,13,Win,S,"[3, 'K']",1,1,
912,,0,10,22,21,21,Blackjack,,"['A', 10]",1,1.5,
912,,1,10,22,14,26,Bust,HH,"[10, 4, 2, 'K']",1,-1,
912,,2,10,22,7,17,Win,HS,"[4, 3, 'K']",1,1,
913,,0,2,18,13,13,Loss,S,"['J', 3]",1,-1,
913,,1,2,18,21,21,Blackjack,,"['A', 'J']",1,1.5,
913,,2,2,18,18,18,Push,S,"[8, 'J']",1,0,
914,,0,3,22,17,16,Win,D,"['A', 6, 9]",2,2,
914,,1,3,22,12,22,Bust,H,"[2, 'Q', 10]",1,-1,
914,,2,3,22,19,19,Win,S,"[10, 9]",1,1,
915,,0,9,19,15,24,Bust,HH,"['A', 4, 9, 'K']",1,0,
915,,1,9,19,9,24,Bust,HH,"[2, 7, 5, 'K']",1,0,
915,,2,9,19,14,26,Bust,HH,"[7, 7, 2, 'Q']",1,0,
916,,0,10,19,20,20,Win,S,"[9, 'A']",1,1,
916,,1,10,19,18,21,Win,HHS,"['A', 7, 7, 6]",1,1,
916,,2,10,19,12,21,Win,HS,"[9, 3, 9]",1,1,
917,,0,6,17,10,16,Loss,D,"[8, 2, 6]",2,-2,
917,,1,6,17,7,17,Push,HS,"[2, 5, 'J']",1,0,
917,,2,6,17,16,16,Loss,S,"[6, 'J']",1,-1,
918,,0,9,25,14,25,Bust,HH,"['J', 4, 'A', 10]",1,-1,
918,,1,9,25,7,22,Bust,HH,"[4, 3, 9, 6]",1,-1,
918,,2,9,25,20,20,Win,S,"[10, 10]",1,1,
919,,0,3,23,12,15,Win,HS,"[7, 5, 3]",1,1,
919,,1,3,23,12,15,Win,HS,"[5, 7, 3]",1,1,
919,,2,3,23,17,17,Win,S,"[7, 10]",1,1,
920,,0,9,18,10,18,Push,D,"[5, 5, 8]",2,0,
920,,1,9,18,19,19,Win,S,"[9, 'Q']",1,1,
920,,2,9,18,12,18,Push,HHS,"[8, 4, 'A', 5]",1,0,
921,,0,8,17,20,20,Win,S,"['Q', 'J']",1,1,
921,,1,8,17,12,20,Win,HHHS,"['J', 2, 2, 4, 2]",1,1,
921,,2,8,17,20,20,Win,S,"[10, 'Q']",1,1,
922,,0,8,18,18,28,Bust,D,"['J', 8, 10]",2,0,
922,,1,8,18,17,23,Bust,D,"[7, 'Q', 6]",2,0,
922,,2,8,18,6,23,Bust,HHH,"[3, 3, 9, 3, 5]",1,0,
923,,0,10,20,14,20,Push,HS,"[4, 10, 6]",1,0,
923,,1,10,20,21,21,Blackjack,,"['K', 'A']",1,1.5,
923,,2,10,20,12,22,Bust,H,"['Q', 2, 'K']",1,-1,
924,,0,1,17,16,26,Bust,H,"[6, 'K', 'K']",1,-1,
924,,1,1,17,14,19,Win,HS,"[10, 4, 5]",1,1,
924,,2,1,17,11,17,Push,D,"[7, 4, 6]",2,0,
925,,0,7,17,13,23,Bust,H,"['K', 3, 10]",1,-1,
925,,1,7,17,17,17,Push,S,"['K', 7]",1,0,
925,,2,7,17,12,21,Win,HS,"[2, 'Q', 9]",1,1,
926,,0,5,18,12,12,Loss,S,"[5, 7]",1,-1,
926,,1,5,18,6,16,Loss,HS,"[4, 2, 'K']",1,-1,
926,,2,5,18,14,14,Loss,S,"[4, 'Q']",1,-1,
927,,0,8,19,19,19,Push,D,"['A', 8, 'Q']",2,0,
927,,1,8,19,17,27,Bust,D,"[7, 'J', 10]",2,-2,
927,,2,8,19,21,21,Blackjack,,"['A', 'J']",1,1.5,
928,,0,10,20,14,19,Loss,HHS,"['K', 4, 'A', 4]",1,-1,
928,,1,10,20,12,25,Bust,HH,"['K', 2, 3, 'K']",1,-1,
928,,2,10,20,17,17,Loss,S,"[7, 'J']",1,-1,
929,,0,10,24,17,17,Win,S,"[7, 'Q']",1,1,
929,,1,10,24,10,19,Win,HS,"[3, 7, 9]",1,1,
929,,2,10,24,19,19,Win,S,"[8, 'A']",1,1,
930,,0,5,17,9,13,Loss,D,"[5, 4, 4]",2,-2,
930,,1,5,17,14,14,Loss,S,"[8, 6]",1,-1,
930,,2,5,17,21,21,Blackjack,,"['A', 'Q']",1,1.5,
931,,0,10,18,16,20,Win,HS,"['A', 5, 4]",1,1,
931,,1,10,18,16,26,Bust,H,"[6, 'K', 'Q']",1,-1,
931,,2,10,18,7,17,Loss,HHS,"[4, 3, 3, 7]",1,-1,
932,,0,5,22,17,17,Win,S,"['J', 7]",1,1,
932,,1,5,22,18,18,Win,S,"[8, 10]",1,1,
932,,2,5,22,7,17,Win,HS,"[4, 3, 'K']",1,1,
933,,0,5,24,16,16,Win,S,"[6, 'J']",1,1,
933,,1,5,24,8,14,Win,HS,"[2, 6, 6]",1,1,
933,,2,5,24,14,14,Win,S,"['K', 4]",1,1,
