round_id,hand_no,player_id,dealer_upcard,dealer_hand_value,hand_start_value,hand_final_value,hand_result,actions,cards,bet,profit/loss,balance
676,,1,8,23,13,20,Win,HS,"['A', 2, 7]",1,1,
676,,2,8,23,15,27,Bust,HH,"[5, 'K', 3, 9]",1,-1,
677,,0,5,24,21,21,Blackjack,,"['A', 'Q']",1,1.5,
677,,1,5,24,14,14,Win,S,"['J', 4]",1,1,
677,,2,5,24,10,15,Win,D,"[2, 8, 5]",2,2,
678,,0,2,24,14,14,Win,HS,"[3, 'A', 'K']",1,1,
678,,1,2,24,13,13,Win,S,"[3, 'Q']",1,1,
678,,2,2,24,15,15,Win,S,"['Q', 5]",1,1,
679,,0,8,19,10,14,Loss,D,"[6, 4, 4]",2,-2,
679,,1,8,19,9,21,Win,HHS,"[4, 5, 3, 9]",1,1,
679,,2,8,19,12,25,Bust,HH,"[5, 7, 6, 7]",1,-1,
680,,0,1,21,12,22,Bust,H,"[8, 4, 'J']",1,-1,
680,,1,1,21,20,20,Loss,S,"['J', 'Q']",1,-1,
680,,2,1,21,14,17,Loss,HS,"[7, 7, 3]",1,-1,
681,,0,10,20,20,20,Push,S,"[10, 'J']",1,0,
681,,1,10,20,11,21,Win,D,"[7, 4, 'J']",2,2,
681,,2,10,20,12,18,Loss,HS,"['K', 2, 6]",1,-1,
682,,0,10,20,9,19,Loss,HS,"[6, 3, 10]",1,-1,
682,,1,10,20,12,22,Bust,H,"[6, 6, 10]",1,-1,
682,,2,10,20,8,20,Push,HHS,"[2, 6, 3, 9]",1,0,
683,,0,10,20,21,21,Blackjack,,"['A', 10]",1,1.5,
683,,1,10,20,14,24,Bust,H,"[9, 5, 'J']",1,-1,
683,,2,10,20,16,24,Bust,H,"['J', 6, 8]",1,-1,
684,,0,5,20,12,12,Loss,S,"['K', 2]",1,-1,
684,,1,5,20,16,16,Loss,D,"['A', 5, 10]",2,-2,
684,,2,5,20,12,12,Loss,S,"[2, 'K']",1,-1,
685,,0,7,23,15,25,Bust,H,"[8, 7, 10]",1,-1,
685,,1,7,23,20,20,Win,S,"['Q', 'J']",1,1,
685,,2,7,23,13,19,Win,HS,"['K', 3, 6]",1,1,
686,,0,10,20,12,24,Bust,HH,"[6, 6, 4, 8]",1,-1,
686,,1,10,20,21,21,Blackjack,,"['A', 10]",1,1.5,
686,,2,10,20,19,19,Loss,S,"['J', 9]",1,-1,
687,,0,10,24,15,18,Win,HS,"['J', 5, 3]",1,1,
687,,1,10,24,19,19,Win,S,"[10, 9]",1,1,
687,,2,10,24,20,20,Win,S,"['K', 'Q']",1,1,
688,,0,10,21,20,20,Loss,S,"[10, 10]",1,-1,
688,,1,10,21,15,25,Bust,H,"[8, 7, 'Q']",1,-1,
688,,2,10,21,20,20,Loss,S,"[9, 'A']",1,-1,
689,,0,8,17,13,22,Bust,H,"[3, 10, 9]",1,-1,
689,,1,8,17,14,23,Bust,H,"[7, 7, 9]",1,-1,
689,,2,8,17,19,19,Win,S,"['J', 9]",1,1,
690,,0,9,19,12,19,Push,HS,"[2, 'K', 7]",1,0,
690,,1,9,19,14,17,Loss,HS,"['J', 4, 3]",1,-1,
690,,2,9,19,13,21,Win,HS,"[7, 6, 8]",1,1,
691,,0,10,17,18,18,Win,HS,"['A', 7, 'J']",1,1,
691,,1,10,17,18,18,Win,S,"['J', 8]",1,1,
691,,2,10,17,19,19,Win,S,"[9, 'J']",1,1,
692,,0,10,20,14,24,Bust,H,"[4, 'J', 'J']",1,-1,
692,,1,10,20,12,19,Loss,HS,"[9, 3, 7]",1,-1,
692,,2,10,20,13,20,Push,HHS,"[8, 5, 3, 4]",1,0,
693,,0,10,25,15,23,Bust,HH,"[4, 'A', 8, 'J']",1,-1,
693,,1,10,25,12,17,Win,HS,"[2, 'J', 5]",1,1,
693,,2,10,25,18,18,Win,S,"['J', 8]",1,1,
694,,0,10,19,16,19,Push,HS,"['A', 5, 3]",1,0,
694,,1,10,19,16,18,Loss,HHHS,"[5, 'A', 2, 5, 5]",1,-1,
694,,2,10,19,15,25,Bust,H,"[9, 6, 10]",1,-1,
695,,0,8,21,4,20,Loss,HHS,"[2, 2, 'J', 6]",1,-1,
695,,1,8,21,19,19,Loss,S,"[10, 9]",1,-1,
695,,2,8,21,12,23,Bust,HH,"[7, 5, 5, 6]",1,-1,
696,,0,10,20,10,19,Loss,HHHS,"[6, 4, 2, 3, 4]",1,-1,
696,,1,10,20,5,20,Push,HHHS,"[2, 3, 3, 2, 'Q']",1,0,
696,,2,10,20,10,20,Push,HS,"[2, 8, 10]",1,0,
697,,0,8,21,21,21,Push,,"['A', 'K']",1,0,
697,,1,8,21,17,27,Bust,D,"[7, 'K', 'K']",2,-2,
697,,2,8,21,10,15,Loss,D,"[8, 2, 5]",2,-2,
698,,0,4,22,14,14,Win,S,"[4, 'Q']",1,1,
698,,1,4,22,13,13,Win,S,"[7, 6]",1,1,
698,,2,4,22,10,20,Win,D,"[6, 4, 'J']",2,2,
699,,0,1,18,4,17,Loss,HHS,"[2, 2, 10, 3]",1,-1,
699,,1,1,18,14,24,Bust,H,"[7, 7, 'J']",1,-1,
699,,2,1,18,13,21,Win,HS,"['Q', 3, 8]",1,1,
700,,0,1,23,16,20,Win,HHS,"['A', 5, 10, 4]",1,1,
700,,1,1,23,13,20,Win,HHS,"['Q', 3, 2, 5]",1,1,
700,,2,1,23,14,24,Bust,H,"[9, 5, 'K']",1,-1,
701,,0,3,18,17,17,Loss,S,"['K', 7]",1,-1,
701,,1,3,18,19,19,Win,S,"[9, 'Q']",1,1,
701,,2,3,18,18,14,Loss,D,"['A', 7, 6]",2,-2,
702,,0,7,20,14,20,Push,HS,"[10, 4, 6]",1,0,
702,,1,7,20,16,17,Loss,HS,"[6, 'Q', 'A']",1,-1,
702,,2,7,20,8,17,Loss,HS,"[2, 6, 9]",1,-1,
703,,0,10,20,20,20,Push,S,"['K', 'Q']",1,0,
703,,1,10,20,14,26,Bust,HHH,"[3, 'A', 3, 9, 'J']",1,-1,
703,,2,10,20,20,20,Push,S,"['Q', 10]",1,0,
704,,0,10,20,20,20,Push,S,"['Q', 'Q']",1,0,
704,,1,10,20,20,20,Push,S,"['K', 'J']",1,0,
704,,2,10,20,15,18,Loss,HS,"[5, 'J', 3]",1,-1,
705,,0,3,21,12,22,Bust,H,"[2, 10, 'Q']",1,-1,
705,,1,3,21,17,20,Loss,HHS,"[2, 5, 2, 'A']",1,-1,
705,,2,3,21,14,14,Loss,S,"[9, 5]",1,-1,
706,,0,5,26,16,16,Win,S,"[9, 7]",1,1,
706,,1,5,26,16,16,Win,S,"['Q', 6]",1,1,
706,,2,5,26,12,12,Win,S,"[5, 7]",1,1,
707,,0,8,23,17,27,Bust,D,"[7, 'Q', 10]",2,-2,
707,,1,8,23,19,19,Win,S,"['Q', 9]",1,1,
707,,2,8,23,16,20,Win,HS,"[6, 10, 4]",1,1,
708,,0,10,20,12,23,Bust,HHH,"['K', 2, 3, 'A', 7]",1,-1,
708,,1,10,20,18,18,Loss,S,"[8, 'J']",1,-1,
708,,2,10,20,17,17,Loss,HS,"['A', 6, 'K']",1,-1,
709,,0,7,20,13,23,Bust,H,"[4, 9, 10]",1,-1,
709,,1,7,20,10,20,Push,D,"[7, 3, 'K']",2,0,
709,,2,7,20,16,16,Loss,P,"['A', 5]",1,-1,
709,,2,7,20,19,19,Loss,,"['A', 8]",1,-1,
710,,0,10,18,13,17,Loss,HS,"[8, 5, 4]",1,-1,
710,,1,10,18,18,18,Push,S,"['J', 8]",1,0,
710,,2,10,18,16,22,Bust,H,"['K', 6, 6]",1,-1,
711,,0,6,20,8,15,Loss,HS,"[2, 6, 7]",1,-1,
711,,1,6,20,6,13,Loss,HHS,"[2, 4, 2, 5]",1,-1,
711,,2,6,20,14,17,Loss,D,"[3, 'A', 3]",2,-2,
712,,0,9,20,13,26,Bust,HHH,"['J', 3, 2, 'A', 'Q']",1,-1,
712,,1,9,20,20,20,Push,S,"[10, 'K']",1,0,
712,,2,9,20,8,18,Loss,HS,"[3, 5, 'J']",1,-1,
713,,0,1,17,13,23,Bust,H,"[7, 6, 'K']",1,-1,
713,,1,1,17,17,17,Push,S,"[7, 'Q']",1,0,
713,,2,1,17,19,19,Win,S,"[9, 'J']",1,1,
714,,0,10,19,9,17,Loss,HS,"[2, 7, 8]",1,-1,
714,,1,10,19,20,20,Win,S,"['J', 'K']",1,1,
714,,2,10,19,20,20,Win,S,"['J', 10]",1,1,
715,,0,3,22,20,20,Win,S,"['J', 10]",1,1,
715,,1,3,22,12,14,Win,HS,"[9, 3, 2]",1,1,
715,,2,3,22,19,19,Win,S,"['A', 8]",1,1,
716,,0,4,20,21,21,Blackjack,,"['A', 'Q']",1,1.5,
716,,1,4,20,7,14,Loss,HS,"[5, 2, 7]",1,-1,
716,,2,4,20,9,19,Loss,D,"[5, 4, 10]",2,-2,
717,,0,9,19,20,20,Win,S,"['J', 'J']",1,1,
717,,1,9,19,17,17,Loss,S,"[10, 7]",1,-1,
717,,2,9,19,8,18,Loss,HS,"[4, 4, 'Q']",1,-1,
718,,0,8,24,14,23,Bust,HH,"[7, 7, 'A', 8]",1,-1,
718,,1,8,24,19,19,Win,S,"[9, 10]",1,1,
718,,2,8,24,20,20,Win,S,"['Q', 'K']",1,1,
719,,0,1,21,16,21,Push,HS,"[6, 'K', 5]",1,0,
719,,1,1,21,13,23,Bust,H,"[3, 'J', 10]",1,-1,
719,,2,1,21,15,21,Push,HHS,"[3, 2, 5, 'A']",1,0,
720,,0,10,20,7,19,Loss,HHHS,"[3, 4, 2, 3, 7]",1,-1,
720,,1,10,20,10,22,Bust,HHH,"[8, 2, 4, 2, 6]",1,-1,
720,,2,10,20,16,26,Bust,H,"['K', 6, 'J']",1,-1,
721,,0,3,19,14,15,Loss,HHS,"[3, 'A', 4, 7]",1,-1,
721,,1,3,19,19,19,Push,PS,"[8, 'A']",1,0,
721,,1,3,19,10,20,Win,D,"[8, 2, 'Q']",2,2,
721,,2,3,19,12,17,Loss,HS,"[9, 3, 5]",1,-1,
722,,0,2,23,11,19,Win,D,"[4, 7, 8]",2,2,
722,,1,2,23,17,17,Win,S,"[10, 7]",1,1,
722,,2,2,23,19,19,Win,S,"[10, 9]",1,1,
723,,0,8,18,13,19,Win,HS,"['Q', 3, 6]",1,1,
723,,1,8,18,20,20,Win,S,"[10, 'J']",1,1,
723,,2,8,18,9,19,Win,HS,"[5, 4, 'Q']",1,1,
724,,0,8,16,12,22,Bust,H,"['Q', 2, 'Q']",1,0,
724,,1,8,16,16,25,Bust,H,"[6, 10, 9]",1,0,
724,,2,8,16,6,25,Bust,HH,"[2, 4, 9, 'K']",1,0,
725,,0,10,21,20,20,Loss,S,"['J', 'K']",1,-1,
725,,1,10,21,15,22,Bust,H,"[7, 8, 7]",1,-1,
725,,2,10,21,21,21,Push,,"['A', 'K']",1,0,
726,,0,10,25,19,19,Win,S,"[8, 'A']",1,1,
726,,1,10,25,17,20,Win,HHS,"[6, 'A', 7, 6]",1,1,
726,,2,10,25,9,17,Win,HHS,"[3, 6, 5, 3]",1,1,
727,,0,1,23,14,24,Bust,H,"[4, 'J', 'Q']",1,-1,
727,,1,1,23,16,25,Bust,H,"[6, 10, 9]",1,-1,
727,,2,1,23,15,18,Win,HS,"['J', 5, 3]",1,1,
728,,0,10,20,14,17,Loss,HS,"[5, 9, 3]",1,-1,
728,,1,10,20,20,20,Push,S,"[10, 10]",1,0,
728,,2,10,20,21,12,Loss,D,"[4, 7, 'A']",2,-2,
729,,0,10,17,20,20,Win,S,"['K', 'Q']",1,1,
729,,1,10,17,21,21,Blackjack,,"['J', 'A']",1,1.5,
729,,2,10,17,18,18,Win,S,"['Q', 8]",1,1,
730,,0,1,26,19,19,Win,S,"['Q', 9]",1,1,
730,,1,1,26,6,22,Bust,HH,"[4, 2, 8, 8]",1,-1,
730,,2,1,26,21,21,Blackjack,,"['A', 'K']",1,1.5,
731,,0,7,17,10,20,Win,D,"[5, 5, 'Q']",2,2,
731,,1,7,17,8,25,Bust,HH,"[5, 3, 7, 10]",1,-1,
731,,2,7,17,10,19,Win,D,"[3, 7, 9]",2,2,
732,,0,10,18,12,23,Bust,HH,"[6, 6, 'A', 'K']",1,-1,
732,,1,10,18,19,19,Win,S,"[9, 'K']",1,1,
732,,2,10,18,20,20,Win,S,"['Q', 'J']",1,1,
733,,0,8,23,10,15,Win,D,"[5, 5, 5]",2,2,
733,,1,8,23,16,23,Bust,H,"[10, 6, 7]",1,-1,
733,,2,8,23,15,19,Win,HS,"[9, 6, 4]",1,1,
734,,0,5,21,20,20,Loss,S,"['Q', 'K']",1,-1,
734,,1,5,21,14,14,Loss,S,"['K', 4]",1,-1,
734,,2,5,21,16,19,Loss,D,"['A', 5, 3]",2,-2,
735,,0,9,19,14,26,Bust,HH,"[4, 'J', 2, 'K']",1,-1,
735,,1,9,19,17,17,Loss,HS,"[6, 'A', 10]",1,-1,
735,,2,9,19,15,25,Bust,HH,"[5, 'K', 'A', 9]",1,-1,
736,,0,10,19,12,24,Bust,HH,"['K', 2, 2, 10]",1,-1,
736,,1,10,19,20,21,Win,HS,"[6, 4, 'A']",1,1,
736,,2,10,19,20,20,Win,S,"['J', 10]",1,1,
737,,0,10,25,10,20,Win,HS,"[3, 7, 'Q']",1,1,
737,,1,10,25,19,20,Win,HS,"[3, 6, 'A']",1,1,
737,,2,10,25,10,20,Win,HS,"[5, 5, 'K']",1,1,
738,,0,10,17,21,12,Loss,D,"[7, 4, 'A']",2,-2,
738,,1,10,17,20,20,Win,S,"['Q', 'Q']",1,1,
738,,2,10,17,12,18,Win,HS,"['Q', 2, 6]",1,1,
739,,0,10,19,15,18,Loss,HHS,"[9, 6, 'A', 2]",1,-1,
739,,1,10,19,20,20,Win,S,"['A', 9]",1,1,
739,,2,10,19,9,17,Loss,HS,"[2, 7, 8]",1,-1,
740,,0,2,18,12,19,Win,HS,"[8, 4, 7]",1,1,
740,,1,2,18,15,15,Loss,S,"[6, 9]",1,-1,
740,,2,2,18,15,15,Loss,S,"[8, 7]",1,-1,
741,,0,8,19,18,28,Bust,D,"[8, 'Q', 10]",2,-2,
741,,1,8,19,20,20,Win,S,"[10, 'K']",1,1,
741,,2,8,19,13,27,Bust,HHH,"['K', 3, 2, 2, 'K']",1,-1,
742,,0,9,17,7,17,Push,HS,"[4, 3, 'K']",1,0,
742,,1,9,17,8,21,Win,HHS,"[3, 5, 8, 5]",1,1,
742,,2,9,17,20,20,Win,S,"['Q', 10]",1,1,
743,,0,2,23,18,18,Win,S,"['K', 8]",1,1,
743,,1,2,23,14,14,Win,S,"[4, 'Q']",1,1,
743,,2,2,23,15,15,Win,S,"[5, 'Q']",1,1,
744,,0,6,17,20,20,Win,S,"[9, 'A']",1,1,
744,,1,6,17,14,14,Loss,S,"[4, 'Q']",1,-1,
744,,2,6,17,17,17,Push,S,"[8, 9]",1,0,
745,,0,3,23,15,16,Win,HHS,"['A', 4, 'A', 'K']",1,1,
745,,1,3,23,19,19,Win,S,"[8, 'A']",1,1,
745,,2,3,23,19,19,Win,S,"['J', 9]",1,1,
746,,0,9,19,17,17,Loss,S,"['J', 7]",1,-1,
746,,1,9,19,20,20,Win,S,"['J', 'J']",1,1,
746,,2,9,19,16,24,Bust,H,"['J', 6, 8]",1,-1,
747,,0,8,18,16,28,Bust,HH,"[10, 6, 2, 'Q']",1,0,
747,,1,8,18,17,22,Bust,D,"['J', 7, 5]",2,0,
747,,2,8,18,6,24,Bust,HH,"[4, 2, 'Q', 8]",1,0,
748,,0,5,22,6,13,Win,HS,"[2, 4, 7]",1,1,
748,,1,5,22,9,14,Win,D,"[4, 5, 5]",2,2,
748,,2,5,22,17,17,Win,S,"[7, 'J']",1,1,
749,,0,8,24,13,19,Win,HS,"[6, 7, 6]",1,1,
749,,1,8,24,14,21,Win,HHS,"[8, 6, 2, 5]",1,1,
749,,2,8,24,18,28,Bust,D,"['Q', 8, 'Q']",2,-2,
750,,0,10,19,12,22,Bust,H,"[3, 9, 'Q']",1,-1,
750,,1,10,19,21,21,Blackjack,,"['A', 10]",1,1.5,
750,,2,10,19,11,21,Win,D,"[3, 8, 10]",2,2,
751,,0,2,18,18,18,Push,S,"[8, 'K']",1,0,
751,,1,2,18,8,18,Push,HS,"[5, 3, 'K']",1,0,
751,,2,2,18,19,19,Win,S,"[9, 'J']",1,1,
752,,0,9,21,16,26,Bust,H,"['J', 6, 10]",1,-1,
752,,1,9,21,13,21,Push,HS,"[10, 3, 8]",1,0,
752,,2,9,21,18,18,Loss,S,"[8, 'J']",1,-1,
753,,0,10,18,9,17,Loss,HS,"[2, 7, 8]",1,-1,
753,,1,10,18,15,25,Bust,H,"[7, 8, 'J']",1,-1,
753,,2,10,18,15,25,Bust,H,"[5, 'Q', 'J']",1,-1,
754,,0,10,20,9,19,Loss,HS,"[4, 5, 'K']",1,-1,
754,,1,10,20,13,23,Bust,H,"['Q', 3, 'Q']",1,-1,
754,,2,10,20,8,18,Loss,HS,"[4, 4, 'K']",1,-1,
755,,0,8,18,15,19,Win,HHHS,"['A', 4, 'A', 3, 'J']",1,1,
755,,1,8,18,14,23,Bust,H,"['J', 4, 9]",1,-1,
755,,2,8,18,14,21,Win,HS,"[5, 9, 7]",1,1,
756,,0,10,21,17,17,Loss,S,"['Q', 7]",1,-1,
756,,1,10,21,18,17,Loss,HS,"['A', 7, 9]",1,-1,
756,,2,10,21,11,21,Push,D,"[8, 3, 'K']",2,0,
757,,0,5,20,9,11,Loss,D,"[4, 5, 2]",2,-2,
757,,1,5,20,15,15,Loss,S,"['Q', 5]",1,-1,
757,,2,5,20,19,19,Loss,S,"[9, 10]",1,-1,
758,,0,1,18,11,14,Loss,D,"[2, 9, 3]",2,-2,
758,,1,1,18,14,24,Bust,H,"[4, 'K', 'J']",1,-1,
758,,2,1,18,16,18,Push,HHHS,"[3, 3, 5, 'A', 6]",1,0,
759,,0,1,19,16,21,Win,HS,"[6, 'K', 5]",1,1,
759,,1,1,19,19,19,Push,S,"[9, 'J']",1,0,
759,,2,1,19,21,12,Loss,D,"[2, 9, 'A']",2,-2,
760,,0,10,22,13,18,Win,HS,"[3, 10, 5]",1,1,
760,,1,10,22,14,21,Win,HS,"['J', 4, 7]",1,1,
760,,2,10,22,10,19,Win,HHS,"[6, 4, 5, 4]",1,1,
761,,0,1,17,9,19,Win,HS,"[7, 2, 'Q']",1,1,
761,,1,1,17,8,18,Win,HS,"[4, 4, 10]",1,1,
761,,2,1,17,14,24,Bust,H,"[4, 'K', 'K']",1,-1,
762,,0,7,17,20,20,Win,S,"['A', 9]",1,1,
762,,1,7,17,17,17,Push,S,"['Q', 7]",1,0,
762,,2,7,17,13,21,Win,HS,"['K', 3, 8]",1,1,
763,,0,1,18,17,18,Push,HHS,"['A', 6, 5, 6]",1,0,
763,,1,1,18,20,20,Win,S,"[10, 'Q']",1,1,
763,,2,1,18,18,18,Push,S,"[10, 8]",1,0,
764,,0,10,22,16,26,Bust,H,"[10, 6, 'Q']",1,-1,
764,,1,10,22,12,18,Win,HS,"['J', 2, 6]",1,1,
764,,2,10,22,16,21,Win,HHS,"['A', 5, 'J', 5]",1,1,
765,,0,10,17,12,22,Bust,H,"[8, 4, 'J']",1,-1,
765,,1,10,17,19,19,Win,S,"[8, 'A']",1,1,
765,,2,10,17,13,23,Bust,HHHH,"['A', 2, 2, 3, 6, 9]",1,-1,
766,,0,4,17,17,17,Push,S,"[7, 'Q']",1,0,
766,,1,4,17,21,21,Blackjack,P,"['A', 10]",1,1.5,
766,,1,4,17,20,20,Win,,"['A', 9]",1,1,
766,,2,4,17,18,16,Loss,D,"[7, 'A', 8]",2,-2,
767,,0,6,22,11,18,Win,D,"[6, 5, 7]",2,2,
767,,1,6,22,6,14,Win,HS,"[2, 4, 8]",1,1,
767,,2,6,22,10,20,Win,D,"[6, 4, 10]",2,2,
768,,0,10,20,12,22,Bust,H,"[10, 2, 10]",1,-1,
768,,1,10,20,20,20,Push,S,"['J', 'Q']",1,0,
768,,2,10,20,20,20,Push,S,"[10, 'Q']",1,0,
769,,0,2,21,11,15,Loss,D,"[5, 6, 4]",2,-2,
769,,1,2,21,13,13,Loss,S,"[3, 'J']",1,-1,
769,,2,2,21,13,13,Loss,S,"[3, 'J']",1,-1,
770,,0,8,18,20,20,Win,S,"['K', 'Q']",1,1,
770,,1,8,18,14,19,Win,HS,"['Q', 4, 5]",1,1,
770,,2,8,18,13,20,Win,HS,"['Q', 3, 7]",1,1,
771,,0,10,20,21,21,Blackjack,,"['J', 'A']",1,1.5,
771,,1,10,20,12,21,Win,HS,"[2, 'Q', 9]",1,1,
771,,2,10,20,9,19,Loss,HHS,"[3, 6, 5, 5]",1,-1,
772,,0,6,26,15,15,Win,S,"[5, 10]",1,1,
772,,1,6,26,10,17,Win,D,"[2, 8, 7]",2,2,
772,,2,6,26,15,15,Win,S,"[8, 7]",1,1,
773,,0,10,23,14,24,Bust,H,"[8, 6, 'K']",1,-1,
773,,1,10,23,19,19,Win,S,"[10, 9]",1,1,
773,,2,10,23,16,24,Bust,H,"['J', 6, 8]",1,-1,
774,,0,2,20,12,21,Win,HS,"[9, 3, 9]",1,1,
774,,1,2,20,10,19,Loss,HS,"[2, 8, 9]",1,-1,
774,,2,2,20,19,19,Loss,S,"['Q', 9]",1,-1,
775,,0,10,23,13,17,Win,HS,"[9, 4, 4]",1,1,
775,,1,10,23,6,20,Win,HHS,"[4, 2, 'K', 4]",1,1,
775,,2,10,23,21,21,Blackjack,,"['K', 'A']",1,1.5,
776,,0,10,20,17,17,Loss,S,"[7, 'J']",1,-1,
776,,1,10,20,20,20,Push,S,"[10, 'Q']",1,0,
776,,2,10,20,12,17,Loss,HS,"[6, 6, 5]",1,-1,
777,,0,10,20,17,17,Loss,S,"[7, 'K']",1,-1,
777,,1,10,20,19,19,Loss,S,"[9, 10]",1,-1,
777,,2,10,20,17,17,Loss,S,"['Q', 7]",1,-1,
778,,0,9,21,8,20,Loss,HHS,"[3, 5, 8, 4]",1,-1,
778,,1,9,21,14,19,Loss,HS,"[4, 'J', 5]",1,-1,
778,,2,9,21,15,25,Bust,H,"[8, 7, 'K']",1,-1,
779,,0,10,20,7,17,Loss,HS,"[2, 5, 'J']",1,-1,
779,,1,10,20,16,26,Bust,H,"[6, 'K', 'Q']",1,-1,
779,,2,10,20,20,20,Push,S,"['Q', 'J']",1,0,
780,,0,10,23,13,23,Bust,H,"[3, 10, 'J']",1,-1,
780,,1,10,23,15,24,Bust,H,"['K', 5, 9]",1,-1,
780,,2,10,23,20,20,Win,S,"['J', 10]",1,1,
781,,0,8,24,13,25,Bust,HH,"[7, 6, 2, 'K']",1,-1,
781,,1,8,24,14,18,Win,HS,"[3, 'A', 4]",1,1,
781,,2,8,24,20,20,Win,S,"['Q', 'J']",1,1,
782,,0,4,24,8,16,Win,HS,"[3, 5, 8]",1,1,
782,,1,4,24,11,13,Win,D,"[5, 6, 2]",2,2,
782,,2,4,24,17,18,Win,HHS,"[3, 4, 'A', 'J']",1,1,
783,,0,9,17,11,21,Win,D,"[3, 8, 'J']",2,2,
783,,1,9,17,20,20,Win,S,"[10, 'K']",1,1,
783,,2,9,17,15,25,Bust,H,"[8, 7, 'J']",1,-1,
784,,0,10,21,12,18,Loss,HS,"[3, 9, 6]",1,-1,
784,,1,10,21,19,19,Loss,S,"[8, 'A']",1,-1,
784,,2,10,21,20,20,Loss,S,"['J', 'Q']",1,-1,
785,,0,10,20,18,18,Loss,S,"[9, 9]",1,-1,
785,,1,10,20,17,17,Loss,S,"[7, 10]",1,-1,
785,,2,10,20,14,24,Bust,H,"['K', 4, 'K']",1,-1,
786,,0,7,26,13,19,Win,HS,"[7, 6, 6]",1,1,
786,,1,7,26,8,17,Win,HHS,"[5, 3, 5, 4]",1,1,
786,,2,7,26,12,17,Win,HS,"[2, 10, 5]",1,1,
787,,0,10,23,16,26,Bust,H,"['K', 6, 'Q']",1,-1,
787,,1,10,23,14,22,Bust,H,"[7, 7, 8]",1,-1,
787,,2,10,23,10,19,Win,HS,"[3, 7, 9]",1,1,
788,,0,10,20,11,21,Win,D,"[8, 3, 10]",2,2,
788,,1,10,20,13,23,Bust,HHHHH,"['A', 2, 'A', 'A', 'A', 7, 'Q']",1,-1,
788,,2,10,20,19,19,Loss,S,"[10, 9]",1,-1,
789,,0,10,21,14,19,Loss,HS,"[4, 10, 5]",1,-1,
789,,1,10,21,12,22,Bust,HH,"['Q', 2, 3, 7]",1,-1,
789,,2,10,21,12,21,Push,HS,"[2, 10, 9]",1,0,
790,,0,3,17,8,13,Loss,HS,"[2, 6, 5]",1,-1,
790,,1,3,17,19,19,Win,S,"[9, 'K']",1,1,
790,,2,3,17,13,13,Loss,S,"[5, 8]",1,-1,
791,,0,6,17,17,17,Push,S,"[8, 9]",1,0,
791,,1,6,17,20,20,Win,S,"['J', 'J']",1,1,
791,,2,6,17,8,15,Loss,HHS,"[6, 2, 3, 4]",1,-1,
792,,0,4,19,17,17,Loss,S,"[7, 'Q']",1,-1,
792,,1,4,19,17,17,Loss,S,"['K', 7]",1,-1,
792,,2,4,19,19,19,Push,S,"[9, 'Q']",1,0,
793,,0,4,19,12,12,Loss,S,"[4, 8]",1,-1,
793,,1,4,19,13,13,Loss,S,"[3, 'K']",1,-1,
793,,2,4,19,9,19,Push,D,"[6, 3, 'J']",2,0,
794,,0,6,18,12,12,Loss,S,"[2, 'J']",1,-1,
794,,1,6,18,5,15,Loss,HS,"[2, 3, 'Q']",1,-1,
794,,2,6,18,13,13,Loss,S,"[6, 7]",1,-1,
795,,0,3,17,16,16,Loss,PS,"[6, 10]",1,-1,
795,,0,3,17,16,16,Loss,S,"[6, 10]",1,-1,
795,,1,3,17,13,13,Loss,S,"[10, 3]",1,-1,
795,,2,3,17,15,15,Loss,S,"['Q', 5]",1,-1,
796,,0,9,20,18,18,Loss,S,"['Q', 8]",1,-1,
796,,1,9,20,15,20,Push,HS,"[4, 'A', 5]",1,0,
796,,2,9,20,16,25,Bust,H,"[7, 9, 9]",1,-1,
797,,0,2,24,14,14,Win,S,"[5, 9]",1,1,
797,,1,2,24,12,22,Bust,H,"[4, 8, 'J']",1,-1,
797,,2,2,24,19,19,Win,S,"[8, 'A']",1,1,
798,,0,10,21,18,21,Push,HHS,"[7, 'A', 5, 8]",1,0,
798,,1,10,21,20,20,Loss,S,"['Q', 'J']",1,-1,
798,,2,10,21,20,20,Loss,S,"['A', 9]",1,-1,
799,,0,3,18,11,16,Loss,D,"[3, 8, 5]",2,-2,
799,,1,3,18,15,15,Loss,S,"[9, 6]",1,-1,
799,,2,3,18,10,18,Push,D,"[2, 8, 8]",2,0,
800,,0,10,18,18,18,Push,S,"[9, 9]",1,0,
800,,1,10,18,13,23,Bust,H,"['J', 3, 10]",1,-1,
800,,2,10,18,21,21,Blackjack,,"['A', 'K']",1,1.5,
801,,0,6,18,14,14,Loss,S,"[4, 10]",1,-1,
801,,1,6,18,18,18,Push,S,"[8, 'K']",1,0,
801,,2,6,18,11,15,Loss,D,"[4, 7, 4]",2,-2,
802,,0,10,18,8,24,Bust,HH,"[4, 4, 6, 'K']",1,-1,
802,,1,10,18,16,19,Win,HHS,"[5, 'A', 'J', 3]",1,1,
802,,2,10,18,19,19,Win,S,"[8, 'A']",1,1,
803,,0,2,17,20,20,Win,S,"['K', 10]",1,1,
803,,1,2,17,10,19,Win,PHS,"[4, 6, 9]",1,1,
803,,1,2,17,13,13,Loss,S,"[4, 9]",1,-1,
803,,2,2,17,20,20,Win,S,"['K', 'Q']",1,1,
804,,0,6,20,16,16,Loss,S,"[6, 'Q']",1,-1,
804,,1,6,20,16,16,Loss,D,"[5, 'A', 10]",2,-2,
